Year,State,Age Group (Years),State Rate,State Births
1/1/2003,Oregon,18-19 years,59.9,2892
1/1/2003,Pennsylvania,18-19 years,48.5,8546
1/1/2003,Rhode Island,18-19 years,38.3,691
1/1/2003,South Carolina,18-19 years,79,4801
1/1/2003,South Dakota,18-19 years,58.5,721
1/1/2003,Tennessee,18-19 years,90.8,6987
1/1/2003,Texas,18-19 years,101.8,32817
1/1/2003,Utah,18-19 years,52.4,2386
1/1/2003,Vermont,18-19 years,32.2,331
1/1/2003,Virginia,18-19 years,60.7,6250
1/1/2003,Washington,18-19 years,57.7,4760
1/1/2003,West Virginia,18-19 years,77.3,1830
1/1/2003,Wisconsin,18-19 years,52.9,4374
1/1/2003,Wyoming,18-19 years,74.8,577
1/1/2004,Oregon,18-19 years,58.4,2818
1/1/2004,Alabama,18-19 years,83.8,5444
1/1/2004,Alaska,18-19 years,82.5,788
1/1/2004,Arizona,18-19 years,98.9,7492
1/1/2004,Arkansas,18-19 years,105.2,3984
1/1/2004,California,18-19 years,68.5,33485
1/1/2004,Colorado,18-19 years,70.5,4417
1/1/2004,Connecticut,18-19 years,42.7,1950
1/1/2004,Delaware,18-19 years,60.4,769
1/1/2004,District of Columbia,18-19 years,47.2,536
1/1/2004,Florida,18-19 years,74.3,15965
1/1/2004,Georgia,18-19 years,89,10774
1/1/2004,Hawaii,18-19 years,66.3,1007
1/1/2004,Idaho,18-19 years,67.4,1530
1/1/2004,Illinois,18-19 years,67.1,11547
1/1/2004,Indiana,18-19 years,73.5,6729
1/1/2004,Iowa,18-19 years,50.9,2342
1/1/2004,Kansas,18-19 years,68.3,2816
1/1/2004,Kentucky,18-19 years,85.6,4768
1/1/2004,Louisiana,18-19 years,90.6,6463
1/1/2004,Maine,18-19 years,45.8,822
1/1/2004,Maryland,18-19 years,56.8,4133
1/1/2004,Massachusetts,18-19 years,32.8,3106
1/1/2004,Michigan,18-19 years,58.6,8408
1/1/2004,Minnesota,18-19 years,45.6,3437
1/1/2004,Mississippi,18-19 years,98,4416
1/1/2004,Missouri,18-19 years,74.3,6128
1/1/2004,Montana,18-19 years,62.6,870
1/1/2004,Nebraska,18-19 years,58.7,1595
1/1/2004,Nevada,18-19 years,95.8,2526
1/1/2004,New Hampshire,18-19 years,33.3,624
1/1/2004,New Jersey,18-19 years,47.3,4709
1/1/2004,New Mexico,18-19 years,96.6,2758
1/1/2004,New York,18-19 years,44.4,11621
1/1/2004,North Carolina,18-19 years,77.4,9140
1/1/2004,North Dakota,18-19 years,41,479
1/1/2004,Ohio,18-19 years,67.6,10714
1/1/2004,Oklahoma,18-19 years,90.9,4712
1/1/2004,Pennsylvania,18-19 years,47.9,8583
1/1/2004,Rhode Island,18-19 years,42.4,790
1/1/2004,South Carolina,18-19 years,79.6,4974
1/1/2004,South Dakota,18-19 years,67.8,823
1/1/2004,Tennessee,18-19 years,88.8,7011
1/1/2004,Texas,18-19 years,101,33121
1/1/2004,Utah,18-19 years,52.1,2349
1/1/2004,Vermont,18-19 years,34.3,354
1/1/2004,Virginia,18-19 years,58.3,6143
1/1/2004,Washington,18-19 years,55.9,4726
1/1/2004,West Virginia,18-19 years,73.2,1756
1/1/2004,Wisconsin,18-19 years,51,4231
1/1/2004,Wyoming,18-19 years,76.7,599
1/1/2005,Alabama,18-19 years,81.3,5281
1/1/2005,Alaska,18-19 years,80.3,748
1/1/2005,Arizona,18-19 years,96.9,7616
1/1/2005,Arkansas,18-19 years,104.1,3979
1/1/2005,California,18-19 years,67.4,33290
1/1/2005,Colorado,18-19 years,69.3,4361
1/1/2005,Connecticut,18-19 years,41.5,1910
1/1/2005,Delaware,18-19 years,65.1,844
1/1/2005,District of Columbia,18-19 years,46,525
1/1/2005,Florida,18-19 years,75,16547
1/1/2005,Georgia,18-19 years,90.9,11245
1/1/2005,Hawaii,18-19 years,66.5,1014
1/1/2005,Idaho,18-19 years,66.1,1485
1/1/2005,Illinois,18-19 years,65.9,11249
1/1/2005,Indiana,18-19 years,73.8,6750
1/1/2005,Iowa,18-19 years,52.7,2365
1/1/2005,Kansas,18-19 years,71.1,2901
1/1/2005,Kentucky,18-19 years,84.3,4713
1/1/2005,Louisiana,18-19 years,80.1,5624
1/1/2005,Maine,18-19 years,45.9,820
1/1/2005,Maryland,18-19 years,57.5,4231
1/1/2005,Massachusetts,18-19 years,32.4,3100
1/1/2005,Michigan,18-19 years,56.5,8072
1/1/2005,Minnesota,18-19 years,46.3,3414
1/1/2005,Mississippi,18-19 years,96.9,4300
1/1/2005,Missouri,18-19 years,73.5,6053
1/1/2005,Montana,18-19 years,62.3,837
1/1/2005,Nebraska,18-19 years,54.3,1452
1/1/2005,Nevada,18-19 years,93,2568
1/1/2005,New Hampshire,18-19 years,34.3,647
1/1/2005,New Jersey,18-19 years,46.4,4679
1/1/2005,New Mexico,18-19 years,99.4,2852
1/1/2005,New York,18-19 years,44.6,11723
1/1/2005,North Carolina,18-19 years,78.5,9409
1/1/2005,North Dakota,18-19 years,43.4,485
1/1/2005,Ohio,18-19 years,68.3,10777
1/1/2005,Oklahoma,18-19 years,91,4665
1/1/2005,Oregon,18-19 years,58.8,2844
1/1/2005,Pennsylvania,18-19 years,48.2,8742
1/1/2005,Rhode Island,18-19 years,40.9,757
1/1/2005,South Carolina,18-19 years,80,5004
1/1/2005,South Dakota,18-19 years,62.6,751
1/1/2005,Tennessee,18-19 years,94,7519
1/1/2005,Texas,18-19 years,100.3,33079
1/1/2005,Utah,18-19 years,50.6,2264
1/1/2005,Vermont,18-19 years,29.9,308
1/1/2005,Virginia,18-19 years,59,6256
1/1/2005,Washington,18-19 years,56.6,4779
1/1/2005,West Virginia,18-19 years,72.8,1742
1/1/2005,Wisconsin,18-19 years,51.7,4233
1/1/2005,Wyoming,18-19 years,77.2,593
1/1/2006,Alabama,18-19 years,89.4,5847
1/1/2006,Alaska,18-19 years,83.8,787
1/1/2006,Arizona,18-19 years,102.5,8358
1/1/2006,Arkansas,18-19 years,107.8,4152
1/1/2006,California,18-19 years,70.5,35582
1/1/2006,Colorado,18-19 years,69.6,4406
1/1/2006,Connecticut,18-19 years,42.2,1962
1/1/2006,Delaware,18-19 years,66.5,873
1/1/2006,District of Columbia,18-19 years,53.3,623
1/1/2006,Florida,18-19 years,75.8,17305
1/1/2006,Georgia,18-19 years,93.2,11901
1/1/2006,Hawaii,18-19 years,70.6,1096
1/1/2006,Idaho,18-19 years,68.6,1546
1/1/2006,Illinois,18-19 years,68.2,11638
1/1/2006,Indiana,18-19 years,73.7,6760
1/1/2006,Iowa,18-19 years,56.2,2495
1/1/2006,Kansas,18-19 years,73.3,2956
1/1/2006,Kentucky,18-19 years,93.3,5225
1/1/2006,Louisiana,18-19 years,91.9,5977
1/1/2006,Maine,18-19 years,48.4,862
1/1/2006,Maryland,18-19 years,60.8,4575
1/1/2006,Massachusetts,18-19 years,34.3,3346
1/1/2006,Michigan,18-19 years,59.2,8520
1/1/2006,Minnesota,18-19 years,48.9,3556
1/1/2006,Mississippi,18-19 years,109.4,4808
1/1/2006,Missouri,18-19 years,77,6352
1/1/2006,Montana,18-19 years,69.1,924
1/1/2006,Nebraska,18-19 years,56.7,1495
1/1/2006,Nevada,18-19 years,98,2857
1/1/2006,New Hampshire,18-19 years,34.1,648
1/1/2006,New Jersey,18-19 years,48.3,4958
1/1/2006,New Mexico,18-19 years,105.8,3036
1/1/2006,New York,18-19 years,46,12222
1/1/2006,North Carolina,18-19 years,82.1,10085
1/1/2006,North Dakota,18-19 years,43.4,468
1/1/2006,Ohio,18-19 years,69.7,11032
1/1/2006,Oklahoma,18-19 years,96.1,4945
1/1/2006,Oregon,18-19 years,60.9,2975
1/1/2006,Pennsylvania,18-19 years,50.5,9280
1/1/2006,Rhode Island,18-19 years,38.6,740
1/1/2006,South Carolina,18-19 years,86,5502
1/1/2006,South Dakota,18-19 years,67.6,804
1/1/2006,Tennessee,18-19 years,91.3,7390
1/1/2006,Texas,18-19 years,102.7,34545
1/1/2006,Utah,18-19 years,56.5,2515
1/1/2006,Vermont,18-19 years,35.4,362
1/1/2006,Virginia,18-19 years,60,6481
1/1/2006,Washington,18-19 years,59.1,5048
1/1/2006,West Virginia,18-19 years,77.8,1847
1/1/2006,Wisconsin,18-19 years,51.9,4175
1/1/2006,Wyoming,18-19 years,86.6,651
1/1/2008,Nevada,18-19 years,85.1,2805
1/1/2007,Alabama,18-19 years,87.8,5881
1/1/2007,Alaska,18-19 years,90,846
1/1/2007,Arizona,18-19 years,100,8489
1/1/2007,Arkansas,18-19 years,105.1,4117
1/1/2007,California,18-19 years,69,35825
1/1/2007,Colorado,18-19 years,70.6,4508
1/1/2007,Connecticut,18-19 years,41.6,1954
1/1/2007,Delaware,18-19 years,63.1,853
1/1/2007,District of Columbia,18-19 years,56.4,658
1/1/2007,Florida,18-19 years,74.4,17572
1/1/2007,Georgia,18-19 years,93,12318
1/1/2007,Hawaii,18-19 years,72.9,1138
1/1/2007,Idaho,18-19 years,71.1,1631
1/1/2007,Illinois,18-19 years,69.6,12093
1/1/2007,Indiana,18-19 years,74.6,6986
1/1/2007,Iowa,18-19 years,57.2,2555
1/1/2007,Kansas,18-19 years,74.1,2995
1/1/2007,Kentucky,18-19 years,94.4,5383
1/1/2007,Louisiana,18-19 years,94,6249
1/1/2007,Maine,18-19 years,52.4,921
1/1/2007,Maryland,18-19 years,60.8,4689
1/1/2007,Massachusetts,18-19 years,34.3,3402
1/1/2007,Michigan,18-19 years,59.5,8611
1/1/2007,Minnesota,18-19 years,50.2,3671
1/1/2007,Mississippi,18-19 years,114.5,5164
1/1/2007,Missouri,18-19 years,78.8,6556
1/1/2007,Montana,18-19 years,64.6,858
1/1/2007,Nebraska,18-19 years,61.6,1593
1/1/2007,Nevada,18-19 years,93.5,2885
1/1/2007,New Hampshire,18-19 years,36.8,711
1/1/2007,New Jersey,18-19 years,47.8,5022
1/1/2007,New Mexico,18-19 years,108,3116
1/1/2007,New York,18-19 years,45.5,12336
1/1/2007,North Carolina,18-19 years,80.8,10299
1/1/2007,North Dakota,18-19 years,47.2,507
1/1/2007,Ohio,18-19 years,71.9,11562
1/1/2007,Oklahoma,18-19 years,100.6,5243
1/1/2007,Oregon,18-19 years,62,3108
1/1/2007,Pennsylvania,18-19 years,51,9521
1/1/2007,Rhode Island,18-19 years,42.5,806
1/1/2007,South Carolina,18-19 years,87.3,5786
1/1/2007,South Dakota,18-19 years,72.6,856
1/1/2007,Tennessee,18-19 years,94.5,7897
1/1/2007,Texas,18-19 years,103.1,35293
1/1/2007,Utah,18-19 years,58.3,2640
1/1/2007,Vermont,18-19 years,37.2,381
1/1/2007,Virginia,18-19 years,60.4,6593
1/1/2007,Washington,18-19 years,59.9,5213
1/1/2007,West Virginia,18-19 years,83,1983
1/1/2007,Wisconsin,18-19 years,54.6,4378
1/1/2007,Wyoming,18-19 years,91.3,681
1/1/2008,Alabama,18-19 years,85.6,5990
1/1/2008,Alaska,18-19 years,84.9,834
1/1/2008,Arizona,18-19 years,88.1,7887
1/1/2008,Arkansas,18-19 years,102,4151
1/1/2008,California,18-19 years,64.2,34712
1/1/2008,Colorado,18-19 years,67.9,4463
1/1/2008,Connecticut,18-19 years,40.1,1943
1/1/2008,Delaware,18-19 years,61.8,866
1/1/2008,District of Columbia,18-19 years,56.3,694
1/1/2008,Florida,18-19 years,68.1,16798
1/1/2008,Georgia,18-19 years,84.9,11760
1/1/2008,Hawaii,18-19 years,73.9,1193
1/1/2008,Idaho,18-19 years,68.7,1610
1/1/2008,Illinois,18-19 years,65.8,11758
1/1/2008,Indiana,18-19 years,71.2,6876
1/1/2008,Iowa,18-19 years,56.4,2566
1/1/2008,Kansas,18-19 years,76.5,3142
1/1/2008,Kentucky,18-19 years,93.3,5497
1/1/2008,Louisiana,18-19 years,91.2,6224
1/1/2008,Maine,18-19 years,47.5,850
1/1/2008,Maryland,18-19 years,56.8,4502
1/1/2008,Massachusetts,18-19 years,31.8,3225
1/1/2008,Michigan,18-19 years,55.9,8348
1/1/2008,Minnesota,18-19 years,47.3,3511
1/1/2008,Mississippi,18-19 years,105.1,4918
1/1/2008,Missouri,18-19 years,75.9,6494
1/1/2008,Montana,18-19 years,69.9,945
1/1/2008,Nebraska,18-19 years,61.6,1617
1/1/2008,New Hampshire,18-19 years,35.5,690
1/1/2008,New Jersey,18-19 years,44.9,4872
1/1/2008,New Mexico,18-19 years,99.6,2941
1/1/2008,New York,18-19 years,43.6,12198
1/1/2008,North Carolina,18-19 years,78.2,10404
1/1/2008,North Dakota,18-19 years,45.4,490
1/1/2008,Ohio,18-19 years,69.7,11484
1/1/2008,Oklahoma,18-19 years,96.8,5194
1/1/2008,Oregon,18-19 years,61.1,3124
1/1/2008,Pennsylvania,18-19 years,49.4,9452
1/1/2008,Rhode Island,18-19 years,39.2,760
1/1/2008,South Carolina,18-19 years,83.4,5804
1/1/2008,South Dakota,18-19 years,65.6,773
1/1/2008,Tennessee,18-19 years,90.1,7826
1/1/2008,Texas,18-19 years,99.8,35339
1/1/2008,Utah,18-19 years,56.5,2627
1/1/2008,Vermont,18-19 years,36.5,379
1/1/2008,Virginia,18-19 years,57.4,6430
1/1/2008,Washington,18-19 years,58.6,5254
1/1/2008,West Virginia,18-19 years,80.4,1986
1/1/2008,Wisconsin,18-19 years,52.5,4254
1/1/2008,Wyoming,18-19 years,82.8,634
1/1/2009,Alabama,18-19 years,79.8,5712
1/1/2009,Alaska,18-19 years,82.2,819
1/1/2009,Arizona,18-19 years,79.7,7347
1/1/2009,Arkansas,18-19 years,97.5,4063
1/1/2009,California,18-19 years,58.3,32412
1/1/2009,Colorado,18-19 years,63.4,4229
1/1/2009,Connecticut,18-19 years,37.9,1840
1/1/2009,Delaware,18-19 years,53.7,763
1/1/2009,District of Columbia,18-19 years,52.8,669
1/1/2009,Florida,18-19 years,62.5,15706
1/1/2009,Georgia,18-19 years,80.8,11491
1/1/2009,Hawaii,18-19 years,67.6,1126
1/1/2009,Idaho,18-19 years,63.4,1487
1/1/2009,Illinois,18-19 years,61.8,11151
1/1/2009,Indiana,18-19 years,69.3,6786
1/1/2009,Iowa,18-19 years,54.2,2474
1/1/2009,Kansas,18-19 years,75.5,3070
1/1/2009,Kentucky,18-19 years,85.2,5128
1/1/2009,Louisiana,18-19 years,85.9,5879
1/1/2009,Maine,18-19 years,44.5,796
1/1/2009,Maryland,18-19 years,53,4259
1/1/2009,Massachusetts,18-19 years,30.9,3162
1/1/2009,Michigan,18-19 years,55,8342
1/1/2009,Minnesota,18-19 years,43.5,3179
1/1/2009,Mississippi,18-19 years,100.7,4701
1/1/2009,Missouri,18-19 years,70.4,6128
1/1/2009,Montana,18-19 years,66.9,906
1/1/2009,Nebraska,18-19 years,59.7,1577
1/1/2009,Nevada,18-19 years,76.2,2599
1/1/2009,New Hampshire,18-19 years,29.8,578
1/1/2009,New Jersey,18-19 years,41,4479
1/1/2009,New Mexico,18-19 years,98.3,2952
1/1/2009,New York,18-19 years,41,11603
1/1/2009,North Carolina,18-19 years,72.6,9900
1/1/2009,North Dakota,18-19 years,46.9,502
1/1/2009,Ohio,18-19 years,66.4,11051
1/1/2009,Oklahoma,18-19 years,96,5248
1/1/2009,Oregon,18-19 years,55.8,2898
1/1/2009,Pennsylvania,18-19 years,46.4,8982
1/1/2009,Rhode Island,18-19 years,34.5,685
1/1/2009,South Carolina,18-19 years,76.8,5434
1/1/2009,South Dakota,18-19 years,67.8,789
1/1/2009,Tennessee,18-19 years,83.8,7421
1/1/2009,Texas,18-19 years,95.5,34735
1/1/2009,Utah,18-19 years,50.3,2359
1/1/2009,Vermont,18-19 years,30.5,312
1/1/2009,Virginia,18-19 years,52.9,6024
1/1/2009,Washington,18-19 years,54.2,4977
1/1/2009,West Virginia,18-19 years,80.2,2029
1/1/2009,Wisconsin,18-19 years,51.8,4189
1/1/2009,Wyoming,18-19 years,76.9,607
1/1/2010,Alabama,18-19 years,71.8,5119
1/1/2010,Alaska,18-19 years,73.4,705
1/1/2010,Arizona,18-19 years,69.8,6455
1/1/2010,Arkansas,18-19 years,91.4,3794
1/1/2010,California,18-19 years,53.4,29835
1/1/2010,Colorado,18-19 years,56.5,3757
1/1/2010,Connecticut,18-19 years,34.5,1652
1/1/2010,Delaware,18-19 years,48.9,689
1/1/2010,District of Columbia,18-19 years,52,648
1/1/2010,Florida,18-19 years,55.2,13734
1/1/2010,Georgia,18-19 years,70.6,10048
1/1/2010,Hawaii,18-19 years,62.6,1023
1/1/2010,Idaho,18-19 years,58.9,1359
1/1/2010,Illinois,18-19 years,56.9,10153
1/1/2010,Indiana,18-19 years,63.5,6181
1/1/2010,Iowa,18-19 years,49,2217
1/1/2010,Kansas,18-19 years,67.9,2752
1/1/2010,Kentucky,18-19 years,80.2,4837
1/1/2010,Louisiana,18-19 years,81,5500
1/1/2010,Maine,18-19 years,40.3,709
1/1/2010,Maryland,18-19 years,47.6,3794
1/1/2010,Massachusetts,18-19 years,27.4,2772
1/1/2010,Michigan,18-19 years,52.7,7867
1/1/2010,Minnesota,18-19 years,41.3,2964
1/1/2010,Mississippi,18-19 years,88.7,4118
1/1/2010,Missouri,18-19 years,65.1,5621
1/1/2010,Montana,18-19 years,67,883
1/1/2010,Nebraska,18-19 years,54,1414
1/1/2010,Nevada,18-19 years,69.5,2398
1/1/2010,New Hampshire,18-19 years,29.2,558
1/1/2010,New Jersey,18-19 years,37.6,4061
1/1/2010,New Mexico,18-19 years,86.4,2582
1/1/2010,New York,18-19 years,38.6,10788
1/1/2010,North Carolina,18-19 years,63.5,8605
1/1/2010,North Dakota,18-19 years,46.9,494
1/1/2010,Ohio,18-19 years,60.2,9941
1/1/2010,Oklahoma,18-19 years,83.8,4578
1/1/2010,Oregon,18-19 years,48.9,2533
1/1/2010,Pennsylvania,18-19 years,43.8,8385
1/1/2010,Rhode Island,18-19 years,31.6,607
1/1/2010,South Carolina,18-19 years,68.6,4832
1/1/2010,South Dakota,18-19 years,61.6,715
1/1/2010,Tennessee,18-19 years,75.4,6718
1/1/2010,Texas,18-19 years,86.5,31724
1/1/2010,Utah,18-19 years,46.4,2170
1/1/2010,Vermont,18-19 years,30.5,310
1/1/2010,Virginia,18-19 years,47.8,5418
1/1/2010,Washington,18-19 years,46.7,4277
1/1/2010,West Virginia,18-19 years,75.6,1914
1/1/2010,Wisconsin,18-19 years,47.2,3755
1/1/2010,Wyoming,18-19 years,68.9,542
1/1/2011,Alabama,18-19 years,68.8,4626
1/1/2011,Alaska,18-19 years,73.9,679
1/1/2011,Arizona,18-19 years,68.4,5940
1/1/2011,Arkansas,18-19 years,91,3522
1/1/2011,California,18-19 years,49.5,26470
1/1/2011,Colorado,18-19 years,49.7,3351
1/1/2011,Connecticut,18-19 years,29.4,1485
1/1/2011,Delaware,18-19 years,48.8,652
1/1/2011,District of Columbia,18-19 years,49.1,600
1/1/2011,Florida,18-19 years,52.7,12406
1/1/2011,Georgia,18-19 years,66,9152
1/1/2011,Hawaii,18-19 years,58.9,902
1/1/2011,Idaho,18-19 years,50.7,1200
1/1/2011,Illinois,18-19 years,50.6,8935
1/1/2011,Indiana,18-19 years,61.2,5785
1/1/2011,Iowa,18-19 years,43,1965
1/1/2011,Kansas,18-19 years,63.3,2597
1/1/2011,Kentucky,18-19 years,78.1,4482
1/1/2011,Louisiana,18-19 years,79.8,5089
1/1/2011,Maine,18-19 years,36.9,641
1/1/2011,Maryland,18-19 years,43.1,3400
1/1/2011,Massachusetts,18-19 years,24.4,2490
1/1/2011,Michigan,18-19 years,49.3,7076
1/1/2011,Minnesota,18-19 years,34.3,2537
1/1/2011,Mississippi,18-19 years,83.8,3737
1/1/2011,Missouri,18-19 years,60.8,5073
1/1/2011,Montana,18-19 years,52.5,699
1/1/2011,Nebraska,18-19 years,46.9,1272
1/1/2011,Nevada,18-19 years,66.3,2085
1/1/2011,New Hampshire,18-19 years,24.5,487
1/1/2011,New Jersey,18-19 years,34.9,3791
1/1/2011,New Mexico,18-19 years,82.1,2342
1/1/2011,New York,18-19 years,36.7,9895
1/1/2011,North Carolina,18-19 years,60,8015
1/1/2011,North Dakota,18-19 years,47.9,516
1/1/2011,Ohio,18-19 years,56.4,8994
1/1/2011,Oklahoma,18-19 years,82.7,4340
1/1/2011,Oregon,18-19 years,45.7,2283
1/1/2011,Pennsylvania,18-19 years,40.5,7662
1/1/2011,Rhode Island,18-19 years,30.4,580
1/1/2011,South Carolina,18-19 years,65.3,4341
1/1/2011,South Dakota,18-19 years,59.9,719
1/1/2011,Tennessee,18-19 years,73.8,6206
1/1/2011,Texas,18-19 years,79,28691
1/1/2011,Utah,18-19 years,39.2,1842
1/1/2011,Vermont,18-19 years,26.1,280
1/1/2011,Virginia,18-19 years,42.7,4815
1/1/2011,Washington,18-19 years,46,4009
1/1/2011,West Virginia,18-19 years,74.7,1792
1/1/2011,Wisconsin,18-19 years,40.5,3314
1/1/2011,Wyoming,18-19 years,63.7,472
1/1/2012,Alabama,18-19 years,69.4,4470
1/1/2012,Alaska,18-19 years,71.2,635
1/1/2012,Arizona,18-19 years,66.1,5667
1/1/2012,Arkansas,18-19 years,82.5,3127
1/1/2012,California,18-19 years,46.2,24545
1/1/2012,Colorado,18-19 years,44.2,2981
1/1/2012,Connecticut,18-19 years,25.7,1361
1/1/2012,Delaware,18-19 years,41.6,563
1/1/2012,District of Columbia,18-19 years,45,552
1/1/2012,Florida,18-19 years,51.4,11731
1/1/2012,Georgia,18-19 years,59.3,8269
1/1/2012,Hawaii,18-19 years,53.5,825
1/1/2012,Idaho,18-19 years,53.6,1177
1/1/2012,Illinois,18-19 years,49.3,8536
1/1/2012,Indiana,18-19 years,58.5,5314
1/1/2012,Iowa,18-19 years,41.7,1863
1/1/2012,Kansas,18-19 years,62.4,2473
1/1/2012,Kentucky,18-19 years,76.4,4210
1/1/2012,Louisiana,18-19 years,77.8,4718
1/1/2012,Maine,18-19 years,36.1,626
1/1/2012,Maryland,18-19 years,38.6,3092
1/1/2012,Massachusetts,18-19 years,22.5,2383
1/1/2012,Michigan,18-19 years,47.2,6527
1/1/2012,Minnesota,18-19 years,33,2415
1/1/2012,Mississippi,18-19 years,80.1,3433
1/1/2012,Missouri,18-19 years,58.9,4704
1/1/2012,Montana,18-19 years,51.9,663
1/1/2012,Nebraska,18-19 years,46,1218
1/1/2012,Nevada,18-19 years,65.8,2043
1/1/2012,New Hampshire,18-19 years,23.6,469
1/1/2012,New Jersey,18-19 years,31,3429
1/1/2012,New Mexico,18-19 years,82.7,2276
1/1/2012,New York,18-19 years,33.5,9081
1/1/2012,North Carolina,18-19 years,54.3,7247
1/1/2012,North Dakota,18-19 years,43.2,454
1/1/2012,Ohio,18-19 years,54,8431
1/1/2012,Oklahoma,18-19 years,83.1,4177
1/1/2012,Oregon,18-19 years,42.9,2053
1/1/2012,Pennsylvania,18-19 years,38.6,7163
1/1/2012,Rhode Island,18-19 years,29.1,550
1/1/2012,South Carolina,18-19 years,62.5,4039
1/1/2012,South Dakota,18-19 years,56.4,665
1/1/2012,Tennessee,18-19 years,70.3,5784
1/1/2012,Texas,18-19 years,76.6,27513
1/1/2012,Utah,18-19 years,42.8,1826
1/1/2012,Vermont,18-19 years,25.8,276
1/1/2012,Virginia,18-19 years,40,4516
1/1/2012,Washington,18-19 years,42.7,3632
1/1/2012,West Virginia,18-19 years,78.8,1758
1/1/2012,Wisconsin,18-19 years,37.8,3024
1/1/2012,Wyoming,18-19 years,65.4,481
1/1/2013,Alabama,18-19 years,61.4,3921
1/1/2013,Alaska,18-19 years,63.2,546
1/1/2013,Arizona,18-19 years,59.7,5221
1/1/2013,Arkansas,18-19 years,82.7,3096
1/1/2013,California,18-19 years,41.9,21980
1/1/2013,Colorado,18-19 years,40.5,2705
1/1/2013,Connecticut,18-19 years,22,1161
1/1/2013,Delaware,18-19 years,39.9,527
1/1/2013,District of Columbia,18-19 years,37.4,452
1/1/2013,Florida,18-19 years,45.5,10263
1/1/2013,Georgia,18-19 years,54.9,7523
1/1/2013,Hawaii,18-19 years,48,729
1/1/2013,Idaho,18-19 years,51.8,1113
1/1/2013,Illinois,18-19 years,44,7535
1/1/2013,Indiana,18-19 years,54.9,4943
1/1/2013,Iowa,18-19 years,38.6,1709
1/1/2013,Kansas,18-19 years,54.6,2147
1/1/2013,Kentucky,18-19 years,74.1,4036
1/1/2013,Louisiana,18-19 years,72.2,4261
1/1/2013,Maine,18-19 years,31.8,531
1/1/2013,Maryland,18-19 years,34.1,2663
1/1/2013,Massachusetts,18-19 years,19.1,2000
1/1/2013,Michigan,18-19 years,42.5,5774
1/1/2013,Minnesota,18-19 years,30.5,2192
1/1/2013,Mississippi,18-19 years,75.4,3185
1/1/2013,Missouri,18-19 years,55.7,4355
1/1/2013,Montana,18-19 years,50,626
1/1/2013,Nebraska,18-19 years,43.5,1140
1/1/2013,Nevada,18-19 years,61.5,1931
1/1/2013,New Hampshire,18-19 years,22.8,442
1/1/2013,New Jersey,18-19 years,27.6,3005
1/1/2013,New Mexico,18-19 years,74.2,2050
1/1/2013,New York,18-19 years,30.5,8148
1/1/2013,North Carolina,18-19 years,49.8,6598
1/1/2013,North Dakota,18-19 years,40.6,438
1/1/2013,Ohio,18-19 years,50,7711
1/1/2013,Oklahoma,18-19 years,76.1,3792
1/1/2013,Oregon,18-19 years,39.4,1900
1/1/2013,Pennsylvania,18-19 years,34.6,6250
1/1/2013,Rhode Island,18-19 years,26.3,483
1/1/2013,South Carolina,18-19 years,55,3502
1/1/2013,South Dakota,18-19 years,51.3,598
1/1/2013,Tennessee,18-19 years,64,5250
1/1/2013,Texas,18-19 years,72,25795
1/1/2013,Utah,18-19 years,39,1682
1/1/2013,Vermont,18-19 years,24.7,262
1/1/2013,Virginia,18-19 years,36.5,4090
1/1/2013,Washington,18-19 years,38.7,3241
1/1/2013,West Virginia,18-19 years,73.4,1630
1/1/2013,Wisconsin,18-19 years,35.2,2754
1/1/2013,Wyoming,18-19 years,54.1,399
1/1/2014,Alabama,18-19 years,58.4,3651
1/1/2014,Alaska,18-19 years,59.5,505
1/1/2014,Arizona,18-19 years,55,4839
1/1/2014,Arkansas,18-19 years,75.7,2837
1/1/2014,California,18-19 years,38,19700
1/1/2014,Colorado,18-19 years,37.2,2491
1/1/2014,Connecticut,18-19 years,19.7,1029
1/1/2014,Delaware,18-19 years,34.5,445
1/1/2014,District of Columbia,18-19 years,32.4,391
1/1/2014,Florida,18-19 years,42.8,9609
1/1/2014,Georgia,18-19 years,52.3,7100
1/1/2014,Hawaii,18-19 years,43.9,668
1/1/2014,Idaho,18-19 years,45.8,992
1/1/2014,Illinois,18-19 years,41.7,6970
1/1/2014,Indiana,18-19 years,52.1,4642
1/1/2014,Iowa,18-19 years,34.9,1536
1/1/2014,Kansas,18-19 years,50.7,1990
1/1/2014,Kentucky,18-19 years,66.6,3648
1/1/2014,Louisiana,18-19 years,67.4,3859
1/1/2014,Maine,18-19 years,30.6,499
1/1/2014,Maryland,18-19 years,31.4,2422
1/1/2014,Massachusetts,18-19 years,17.2,1805
1/1/2014,Michigan,18-19 years,39.3,5220
1/1/2014,Minnesota,18-19 years,28.4,2001
1/1/2014,Mississippi,18-19 years,67.3,2802
1/1/2014,Missouri,18-19 years,50.4,3876
1/1/2014,Montana,18-19 years,46.2,570
1/1/2014,Nebraska,18-19 years,39.8,1038
1/1/2014,Nevada,18-19 years,56.6,1785
1/1/2014,New Hampshire,18-19 years,19.6,374
1/1/2014,New Jersey,18-19 years,25,2674
1/1/2014,New Mexico,18-19 years,66,1775
1/1/2014,New York,18-19 years,28.1,7384
1/1/2014,North Carolina,18-19 years,45.5,5978
1/1/2014,North Dakota,18-19 years,42.1,453
1/1/2014,Ohio,18-19 years,46.9,7067
